tconst,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,Cast_and_Crew
tt0162945,Embrace the Darkness,Embrace the Darkness,0,1999,93,"Drama,Horror",3.4,731,"Madison Clark (actress), Angelia High (actress), Kevin Spirtas (actor), Brad Bartram (actor), Colleen McDermott (actress), Jennifer Ludlow (actress), Cliff Potts (actor), Jason Schnuit (actor), Kelley Cauthen (director), Rick Bitzelberger (writer), Nicole Visram (producer), Nicholas Rivera (composer), Maximo Munzi (cinematographer), Ira Garden (editor), Anna Camille Miller (casting_director), Doug Smith (production_designer)"
tt0173052,The Prince and the Surfer,The Prince and the Surfer,0,1999,89,"Comedy,Family,Fantasy",4.2,361,"Sean Kellman (actor), Sean Kellman (actor), Robert Englund (actor), Vincent Schiavelli (actor), Jennifer O'Neill (actress), Jason Strickland (actor), Linda Cardellini (actress), Shepard Koster (actor), Arye Gross (actor), C. Thomas Howell (actor), Katie Johnston (actress), Arye Gross (director), Gregory Poppen (writer), Mark Twain (writer), Steven Paul (producer), Erik Lundmark (composer), Thomas M. Harting (cinematographer), Dennis M. O'Connor (editor), Heidi Klein (casting_director), Robin Klein (casting_director), Dorothy Koster Paul (casting_director), John B. Josselyn (production_designer)"
tt0151331,Let the Devil Wear Black,Let the Devil Wear Black,0,1999,89,"Crime,Drama,Thriller",4.9,797,"Jonathan Penner (actor), Randall Batinkoff (actor), Norman Reedus (actor), Jamey Sheridan (actor), Brooke Taylor (actress), Jacqueline Bisset (actress), Mary-Louise Parker (actress), Jeffrey Schoeny (actor), Chris Sarandon (actor), Thomas F. Duffy (actor), Stacy Title (director), Jonathan Penner (writer), Stacy Title (writer), Matt Salinger (producer), Christophe Beck (composer), James Whitaker (cinematographer), Luis Colina (editor), Dayna Polehanki (casting_director), Alec Hammond (production_designer)"
tt0159060,Tyrone,Tyrone,0,1999,92,Comedy,3.4,271,"Ethan Suplee (actor), Kevin Connolly (actor), Coolio (actor), Coolio (actor), Coolio (actor), Merle Kennedy (actress), Kristin Minter (actress), M.C. Gainey (actor), Dwayne Barnes (actor), Robert Z'Dar (actor), Brent Hinkley (actor), Carlos Leon (actor), Erik Fleming (director), Chris Palzis (director), Chris Palzis (writer), Chris Palzis (producer), Michael Stone (cinematographer), Duane Tudahl (editor), Sheila Jaffe (casting_director), Julia Kim (casting_director), Georgianne Walken (casting_director), Gilles Arondeau (production_designer)"
tt0393469,El mensajero del miedo,El mensajero del miedo,0,1999,90,Sci-Fi,4.1,14,"Gilberto de Anda (actor), Claudia Bringas (actress), Arsenio Campos (actor), Jaquelinne Goldsmith (actress), Arturo Martínez hijo (actor), Salvador Pineda (actor), Julio Rasec (actor), Gilberto de Anda (director), Gilberto de Anda (writer)"
tt0201584,Eastside,Eastside,0,1999,94,"Crime,Drama",4.1,199,"Mario Lopez (actor), Elizabeth Bogush (actress), Mark D. Espinoza (actor), Efrain Figueroa (actor), Richard Lynch (actor), Maurice Compte (actor), Gulshan Grover (actor), Carlos Gallardo (actor), Corbin Timbrook (actor), Marc Daniel (actor), Lorena David (director), Ravi Chopra (writer), Eric P. Sherman (writer), Ravi Chopra (producer), Mark Roberts (producer), Armando Ávila (composer), Lisa Wiegand (cinematographer), Ned Kerwin (editor), Sharon Nederlander (casting_director), Clare Brown (production_designer)"
tt0292237,Terror,Sindak,0,1999,89,Thriller,4.2,11,"John Rendez (actor), William Martinez (actor), Gardo Versoza (actor), Rita Magdelena (actress), Aya Medel (actress), Mike Magat (actor), Allen Dizon (actor), Maria Isabel Lopez (actress), Carlos Morales (actor), Edwin O'Hara (actor), Mario O'Hara (director), Mario O'Hara (writer), Ronnie Tumbokon (writer), John Rendez (producer), Blitz Padua (composer), Romulo Araojo (cinematographer), George Jarlego (editor), Ronnie Cruz (production_designer)"
tt0137148,A Packing Suburbia,A Packing Suburbia,0,1999,90,"Crime,Drama",4.3,170,"Thomas Brandise (actor), Mariana Carreno (actress), Robert B. Alexander (actor), Aesha Waks (actress), Molly Castelloe (actress), Kevin O'Brien (actor), Eric Reyes (actor), Brooke Lewis Bellas (actress), Carl Low (actor), Kenneth Wilson (actor), Stephen Szklarski (director), Stephen Szklarski (writer), Liz Soldo (producer), Robbie Anderson (cinematographer), Steve Oakley (cinematographer), Steve Oakley (editor), Stephen Szklarski (editor), Donna McKenna (casting_director), Stephen Szklarski (production_designer)"
tt0410518,Revenge of Mr. Willie,Revenge of Mr. Willie,0,1999,92,"Comedy,Sci-Fi",4,50,"Gladys Hans (actress), Michelle Eib (actress), Kari Schechere (actress), Geoff Winnie (actor), Sandra Carole (actress), Lynne Drabkowski (actress), Albert Pennywhistle (actor), Debbie Hartswick (actress), Rick Miller (actor), Gayle Sievers (actress), Kirk Bowman (director), Kirk Bowman (writer), Kirk Bowman (producer), Kelli Clayton (composer), Liquid Planet (composer), Robert O'Hearn (composer), Piss Ant (composer), Jeremy Brown (cinematographer), Chris Conlee (editor)"
tt0234793,The Stand-in,The Stand-In,0,1999,100,Drama,4.9,155,"Robbie Bryan (actor), Daniel Margotta (actor), David Ogden Stiers (actor), Judith Ivey (actress), Joe Barbara (actor), Jean-Allyn Barlow (actor), Jaid Barrymore (actress), Christie Botelho (actress), Vava Buitenkant (actress), Jay Burns (actor), Roberto Monticello (director), Robbie Bryan (writer), Robbie Bryan (producer), Aaron Waiton (producer), Stephen Geering (composer), Tom Agnello (cinematographer)"
tt0203830,Reaper,Reaper,0,1999,96,"Horror,Mystery,Thriller",4.7,328,"Chris Sarandon (actor), Catherine Mary Stewart (actress), Vlasta Vrana (actor), Joanna Noyes (actress), Rob Pinnock (actor), Gillian Ferrabee (actress), James Bradford (actor), Isabelle Cyr (actress), Doug Sutherland (actor), John Sanford Moore (actor), John Bradshaw (director), Vincent Monton (writer), Matt Dorff (writer), Stefan Wodoslawsky (producer), Normand Corbeil (composer), Bruce Chun (cinematographer), Isabelle Levesque (editor), Andrea Kenyon (casting_director)"
tt0282275,Zulmi,Zulmi,0,1999,129,"Action,Drama",4.2,781,"Akshay Kumar (actor), Twinkle Khanna (actress), Aruna Irani (actress), Dara Singh Randhawa (actor), Milind Gunaji (actor), Dalip Tahil (actor), Deep Dhillon (actor), Rakhee Malhotra (actress), Amrish Puri (actor), Gulshan Bawra (actor), Kuku Kohli (director), Rajeev Kaul (writer), Tanveer Khan (writer), Kuku Kohli (writer), Praful Parekh (writer), Satyendra Pal Chaudhary (producer), Satyendra Pal (producer), Rahul Dev Burman (composer), Babloo Chakravorty (composer), Dilip Sen (composer), Sameer Sen (composer), N. Satyen (cinematographer), Kuldip Mehan (editor)"
tt0164182,The Stonecutter,The Stonecutter,0,2000,95,Drama,8.3,17,"Michael Cavalieri (actor), Trisha Melynkov (actress), Harold Cannon (actor), Karin Argoud (actress), Al Sapienza (actor), Maya McLaughlin (actress), Jonathan T. Floyd (actor), Anna Giannotis (actress), Antony Sauvé (actor), Mark Miller-Summer (actor), Stephen Erickson (director), Stephen Erickson (writer), John O'Rourke (producer), John O'Rourke (producer), Kimberly Prescott (producer), MaryAnn Tanedo (producer), Bronwen Jones (composer), David M. Russell (cinematographer), Mary Ann Skweres (editor), Angela Campbell (production_designer)"
tt0338433,Silence Broken: Korean Comfort Women,Silence Broken: Korean Comfort Women,0,2000,88,Documentary,8.2,28,"Dai Sil Kim-Gibson (director), Dai Sil Kim-Gibson (writer), Dai Sil Kim-Gibson (producer), Willie E. Dawkins (cinematographer)"
tt0231617,From Swastika to Jim Crow,From Swastika to Jim Crow,0,2000,60,Documentary,8.4,45,"John Hope Franklin (self), Lucy Sante (actor), Lori Cheatle (director), Martin D. Toub (director), Gabrielle Simon Edgcomb (writer), Lori Cheatle (producer), Steven Fischler (producer), Joel Sucher (producer), Frank London (composer), John Miglietta (cinematographer), Martin D. Toub (editor)"
tt0118694,In the Mood for Love,Fa yeung nin wah,0,2000,98,"Drama,Romance",8,187233,"Maggie Cheung (actress), Tony Leung Chiu-wai (actor), Ping-Lam Siu (actor), Tung Cho 'Joe' Cheung (actor), Rebecca Pan (actress), Kelly Lai Chen (actor), Man-Lei Chan (actor), Kam-Wah Koo (actress), Chien Szu-Ying (actress), Paulyn Sun (actress), Wong Kar-Wai (director), Wong Kar-Wai (writer), Wong Kar-Wai (producer), Michael Galasso (composer), Shigeru Umebayashi (composer), Christopher Doyle (cinematographer), Pun Leung Kwan (cinematographer), Ping Bin Lee (cinematographer), William Chang (editor), William Chang (production_designer)"
tt0245712,Amores Perros,Amores perros,0,2000,154,"Drama,Thriller",8,272039,"Emilio Echevarría (actor), Gael García Bernal (actor), Goya Toledo (actress), Álvaro Guerrero (actor), Vanessa Bauche (actress), Jorge Salinas (actor), Marco Pérez (actor), Rodrigo Murray (actor), Humberto Busto (actor), Gerardo Campbell (actor), Alejandro G. Iñárritu (director), Guillermo Arriaga (writer), Alejandro G. Iñárritu (producer), Gustavo Santaolalla (composer), Rodrigo Prieto (cinematographer), Luis Carballar (editor), Alejandro G. Iñárritu (editor), Fernando Pérez Unda (editor), Manuel Teil (casting_director), Brigitte Broch (production_designer)"
tt0446464,Seed,Seed,0,2000,90,Drama,8.1,48,"John Michael Bolger (actor), Ronnie Boykins Jr. (actor), Tyler Goeckner-Zoeller (actor), Suzzanne Michaels (actor), Chuck Negron (self), Bobby Sheehan (director), Bobby Sheehan (writer), Alex Albanese (producer), Bobby Sheehan (producer), Joel Goodman (composer), Bobby Sheehan (cinematographer), Alex Albanese (editor)"
tt0208092,Snatch,Snatch,0,2000,102,"Comedy,Crime",8.2,973835,"Jason Statham (actor), Brad Pitt (actor), Stephen Graham (actor), Vinnie Jones (actor), Ade (actor), William Beck (actor), Andy Beckwith (actor), Ewen Bremner (actor), Jason Buckham (actor), Mickey Cantwell (actor), Guy Ritchie (director), Guy Ritchie (writer), Matthew Vaughn (producer), John Murphy (composer), Tim Maurice-Jones (cinematographer), Jon Harris (editor), Lucinda Syson (casting_director), Hugo Luczyc-Wyhowski (production_designer)"
tt0263633,Het laatste Joegoslavische elftal,Het laatste Joegoslavische elftal,0,2000,85,"Documentary,Sport",8.4,59,"Vuk Janic (director), Pieter van Huystee (producer), Micha Molthoff (composer)"
tt0209144,Memento,Memento,0,2000,113,"Drama,Mystery,Thriller",8.4,1429497,"Guy Pearce (actor), Carrie-Anne Moss (actress), Joe Pantoliano (actor), Mark Boone Junior (actor), Russ Fega (actor), Jorja Fox (actress), Stephen Tobolowsky (actor), Harriet Sansom Harris (actress), Thomas Lennon (actor), Callum Keith Rennie (actor), Christopher Nolan (director), Christopher Nolan (writer), Jonathan Nolan (writer), Jennifer Todd (producer), Suzanne Todd (producer), David Julyan (composer), Wally Pfister (cinematographer), Dody Dorn (editor), John Papsidera (casting_director), Patti Podesta (production_designer)"
tt0295550,The Ralph Stanley Story,The Ralph Stanley Story,0,2000,82,Documentary,8.4,9,"Ralph Stanley (self), Junior Brown (self), The Clinch Mountain Boys (self), Patty Loveless (self), George Shuffler (self), Ricky Skaggs (self), Larry Sparks (self), Ralph Stanley II (self), Jimmi Stanley (self), Herb E. Smith (director), Herb E. Smith (producer), Robert Salyer (editor)"
tt0347512,Matalino man ang matsing naiisahan din!,Matalino man ang matsing naiisahan din!,0,2000,104,"Action,Comedy",8.2,11,"Eddie Garcia (actor), Willie Revillame (actor), Patricia Javier (actress), Joanne Quintas (actress), Rez Cortez (actor), Eddie Arenas (actor), Rico J. Puno (actor), Richard Merck (actor), Nelcy Benedicto (actress), Pinky Roces (actress), Jun Aristorenas (director), Jun Aristorenas (writer), Humilde 'Meek' Roxas (writer), Ver Dauz (cinematographer)"
tt0255099,Delicate Instruments,Delicate Instruments,0,2000,130,Drama,8.5,43,"Corbin Bernsen (actor), Andrea Parker (actress), Erin Gray (actress), Denise Guillot (actress), Kendall Delcambre (actor), Zoe Quist (actress), Wade McCollum (actor), RJ Collins (actor), James Ridgley (actor), Mark Soper (actor), Susan Bishop (director), Susan Bishop (writer), Kendall Delcambre (writer), Thomas H. Peters (producer), Hamp Overton (cinematographer), Shawn David Thompson (editor), Mary Knippling (production_designer), John Paul Luckenbach (production_designer)"
tt0204839,The Art of Am√°lia,The Art of Am√°lia,0,2000,90,"Biography,Documentary",8.5,95,"Amália Rodrigues (self), John Ventimiglia (actor), John Ventimiglia (actor), Maria de Medeiros (actress), David Byrne (actor), Eddie Fisher (archive_footage), Alain Oulman (archive_footage), Bruno de Almeida (director), Frank Coelho (writer), Vítor Pavão dos Santos (writer), Artur Ribeiro (writer), Bruno de Almeida (writer), Manuel Falcão (producer), Raul Ferrão (composer), Alberto Janes (composer), Alfredo Marceneiro (composer), Alain Oulman (composer), Mustapha Barat (cinematographer), João Ascencio (editor)"
tt0270321,Dr. Babasaheb Ambedkar,Dr. Babasaheb Ambedkar,0,2000,197,"Biography,History",8.8,2999,"Mammootty (actor), Sonali Kulkarni (actress), Mohan Gokhale (actor), Mrinal Kulkarni (actress), Govind Namdeo (actor), Tirlok Malik (actor), Alisa Bosschaert (actress), Ma Jivan Mary (actress), Anjan Srivastav (actor), Rahul Solapurkar (actor), Jabbar Patel (director), Daya Pawar (writer), Arun Sadhu (writer), Sooni Taraporevala (writer), Amar Haldipur (composer), Ashok Mehta (cinematographer), Vijay Khochikar (editor)"
tt0171827,The Thundering 8th,The Thundering 8th,0,2000,100,"Action,Drama,Romance",9,96,"Donald Borza II (actor), Ewing Miles Brown (actor), Bo Hopkins (actor), June Lockhart (actress), Ron Masak (actor), Don Most (actor), Jan-Michael Vincent (actor), Larry Wilcox (actor), William Windom (actor), Kommerina DeYoung (actress), Donald Borza II (director), Donald Borza II (writer), Donald Borza II (producer), Alexander Bubenheim (composer), Andrew Parke (cinematographer), Chris Salay (editor), Christian Stoehr (editor), Tom McSweeney (casting_director), J.R. Ripley (production_designer)"
tt0240534,George Wallace: Settin' the Woods on Fire,George Wallace: Settin' the Woods on Fire,0,2000,167,"Biography,Documentary",8.5,66,"Randy Quaid (self), Pat Buchanan (self), Dan T. Carter (self), J.L. Chestnut (self), Bob Ingram (self), Peggy Wallace Kennedy (self), George Wallace Jr. (self), Cornelia Wallace (self), George Wallace (archive_footage), George Wallace (self), Daniel McCabe (director), Paul Stekler (director), Dan T. Carter (writer), Steve Fayer (writer), Daniel McCabe (writer), Paul Stekler (writer), Daniel McCabe (producer), Paul Stekler (producer), Mason Daring (composer), Duke Levine (composer), John Hazard (cinematographer), Daniel McCabe (editor)"
tt0301911,Swing Man,Swing Man,0,2000,102,Drama,8.7,13,"Hôka Kinoshita (actor), Urara Awata (actress), Aoi Miyazaki (actress), Kazuki Kitamura (actor), Yûji Naniwa (actor), Hiromasa Taguchi (actor), Akaji Maro (actor), Taishû Kase (actor), Jun Murakami (actor), Kanako Kojima (actress), Tetsu Maeda (director), Tetsu Maeda (writer), Raimi Mori (writer), Shûsaku Matsuoka (producer), Kazushi Miki (producer), Yûji Nomi (composer), Hideo Yamamoto (cinematographer), Hiroshi Okuda (editor), Fumiaki Suzaka (production_designer)"
tt0293831,The Blood Rules,Hang kwai,0,2000,96,"Crime,Drama,Thriller",6.4,62,"Michael Wong (actor), Suki Kwan (actress), Suet Lam (actor), Jackie Chung-yin Lui (actor), Stephen Au (actor), Tian-Lin Wang (actor), Pauline Yam (actress), Kristal Tin (actress), Siu Wai Cheung (actress), Chi-Ho Chu (actor), Marco Mak (director), Jing Wong (writer), James Yuen (writer), Siu-Kay Lee (producer), Hung Poon (editor)"
tt0166339,Screenland Drive,Screenland Drive,0,2000,89,Comedy,7.1,16,"Eddie McClintock (actor), Kellie Waymire (actress), Eric Matheny (actor), Jennifer Aquino (actress), Yuriana Kim (actress), John Fleck (actor), Maynard James Keenan (actor), Sean Manton (actor), Michael McFall (actor), Robert Pine (actor), Ty Bradford (director), Jeff Eden Fair (composer), Starr Parodi (composer), D. Alan Newman (cinematographer), Russell Harnden III (editor), Cathy Reinking (casting_director)"
tt0172632,Joe Gould's Secret,Joe Gould's Secret,0,2000,104,Drama,6.5,1690,"Ian Holm (actor), Stanley Tucci (actor), Hope Davis (actress), Sarah Hyland (actress), Hallee Hirsh (actress), Celia Weston (actress), Patrick Tovatt (actor), Susan Sarandon (actress), Patricia Clarkson (actress), John Tormey (actor), Stanley Tucci (director), Joseph Mitchell (writer), Howard A. Rodman (writer), Elizabeth W. Alexander (producer), Stanley Tucci (producer), Charles Weinstock (producer), Evan Lurie (composer), Maryse Alberti (cinematographer), Suzy Elmiger (editor), Kathleen Chopin (casting_director), Ellen Lewis (casting_director), Andrew Jackness (production_designer)"
tt0205177,Kevin & Perry Go Large,Kevin & Perry Go Large,0,2000,82,"Comedy,Music",5.7,15328,"Harry Enfield (actor), Harry Enfield (actor), Kathy Burke (actress), Rhys Ifans (actor), Laura Fraser (actress), James Fleet (actor), Louisa Rix (actress), Tabitha Wady (actress), Paul Whitehouse (actor), Natasha Little (actress), Anna Shillinglaw (actress), Ed Bye (director), Harry Enfield (writer), Dave Cummings (writer), Peter Bennett-Jones (producer), Harry Enfield (producer), Jolyon Symonds (producer), Cecily Fay (composer), Philip Pope (composer), Alan Almond (cinematographer), Mark Wybourn (editor), Janey Fothergill (casting_director), Tom Brown (production_designer)"
tt0268509,Cabin Fever,N√•r nettene blir lange,0,2000,102,Drama,6.8,415,"Svein Scharffenberg (actor), Gørild Mauseth (actress), Zbigniew Zamachowski (actor), Kari Simonsen (actress), Bjarte Hjelmeland (actor), Benedikte Lindbeck (actress), Geir Kvarme (actor), Turid Gunnes (actress), Wieslawa Mazurkiewicz (actress), Krister Henriksson (actor), Mona J. Hoel (director), Mona J. Hoel (writer), Malte Forssell (producer), Robert Nordström (cinematographer), Hélène Berlin (editor)"
tt0269969,T√¥ky√¥ gomi onna,T√¥ky√¥ gomi onna,0,2000,88,"Comedy,Drama,Romance",6.6,417,"Mami Nakamura (actress), Kazuma Suzuki (actor), Kô Shibasaki (actress), Sayuri Oyamada (actress), Masahiro Toda (actor), Tomorô Taguchi (actor), Denbê (actor), Yasufumi Hayashi (actor), Mansaku Ikeuchi (actor), Racco (actor), Ryûichi Hiroki (director), Shôtarô Oikawa (writer), Reiko Arakawa (producer), Susumu Nakajima (producer), Midori Okamura (composer), Kiyohide Iioka (cinematographer), Masahide Iioka (cinematographer), Kazuhiro Suzuki (cinematographer), Ryûichi Hiroki (editor)"
tt0275615,R2PC: Road to Park City,R2PC: Road to Park City,0,2000,83,Comedy,6.6,72,"Paige Turco (actress), Syd Field (actor), Tonia Lynn Barber (actress), Josh Haness (actor), Christopher Lawford (actor), John Mese (actor), Daniel Milder (actor), Brody Stevens (actor), Barry Strugatz (self), Chef Tell (actor), Bret Stern (director), Bret Stern (writer), Carolyn Grassl (producer), Karl Kempter (producer), Bret Stern (producer), Daniel Gold (composer), David D. Shaw (composer), Bret Stern (cinematographer), Peter Vitale (editor)"
tt0203166,Together,Tillsammans,0,2000,106,"Comedy,Drama,Romance",7.4,25503,"Lisa Lindgren (actress), Michael Nyqvist (actor), Emma Samuelsson (actress), Sam Kessel (actor), Gustaf Hammarsten (actor), Anja Lundqvist (actress), Jessica Liedberg (actress), Ola Rapace (actor), Axel Zuber (actor), Shanti Roney (actor), Lukas Moodysson (director), Lukas Moodysson (writer), Lars Jönsson (producer), Ulf Brantås (cinematographer), Fredrik Abrahamsen (editor), Michal Leszczylowski (editor), Imor Hermann (casting_director)"
tt0264499,Country,Country,0,2000,92,Drama,7.3,56,"Lisa Harrow (actress), Des Cave (actor), Gary Lydon (actor), Marcella Plunkett (actress), Pat Laffan (actor), Laurence Kinlan (actor), Dean Pritchard (actor), Peter Dix (actor), Ronan Wilmot (actor), Pauline Cadell (actress), Kevin Liddy (director), Kevin Liddy (writer), Jack Armstrong (producer), Niall Byrne (composer), Donal Gilligan (cinematographer), Ben Yeates (editor), Rebecca Roper (casting_director), Clodagh Conroy (production_designer)"
tt0201901,Just One Night,Just One Night,0,2000,90,Comedy,5.4,338,"Timothy Hutton (actor), Maria Grazia Cucinotta (actress), Udo Kier (actor), Natalie Shaw (actress), Michael O'Keefe (actor), Robert Easton (actor), Don Novello (actor), Seymour Cassel (actor), Roland T. Abasolo (actor), Teal Arnes (actress), Alan Jacobs (director), Alan Jacobs (writer), Jeffrey L. Davidson (producer), Ron Wechsler (producer), Anthony Marinelli (composer), John J. Campbell (cinematographer), Christopher Koefoed (editor), Timothy Snell (editor), Richard Pagano (casting_director), Claire Jenora Bowin (production_designer)"
tt0389921,Devotion: A Film About Ogawa Productions,Devotion: A Film About Ogawa Productions,0,2000,82,Documentary,6.1,30,"Chiho Fuseya (self), Hiroo Fuseya (self), Yukimo Fuseya (self), Sumiko Haneda (self), Kazuo Hara (self), Tadashi Hara (self), Yukie Hatano (self), Daizuke Iizuka (self), Toshio Iizuka (self), Hiroko Iizuke (self), Barbara Hammer (director), Barbara Hammer (producer), Toshiro Kaneko (composer), Sato Kimura (composer), Ichiro Seki (composer), Barbara Hammer (cinematographer), Toshio Iizuka (cinematographer), Shuichi Masuya (cinematographer), Yoko Shiriashi (cinematographer), Barbara Hammer (editor)"
tt0263277,Dolce...,Dolce...,0,2000,61,Drama,6.8,172,"Miho Shimao (self), Maya Shimao (self), Aleksandr Sokurov (director), Toshio Shimao (writer), Aleksandr Sokurov (writer), Yûji Kogure (producer), Vladimir Persov (producer), Nikita Bogoslovskiy (composer), Kôshirô Ôtsu (cinematographer), Sergey Ivanov (editor), Aleksey Yankovskiy (editor)"
tt0199129,The Visit,The Visit,0,2000,107,Drama,6.4,298,"Obba Babatundé (actor), Rae Dawn Chong (actress), Charmin Lee White (actress), Terrell (actor), Enoh Essien (actress), Christopher Babers (actor), Jascha Washington (actor), Drew Renkewitz (actor), Tim DeZarn (actor), Hill Harper (actor), Jordan Walker-Pearlman (director), Kosmond Russell (writer), Jordan Walker-Pearlman (writer), Jordan Walker-Pearlman (producer), Michael Bearden (composer), Stefan Dickerson (composer), Ramsey Lewis (composer), Wallace Roney (composer), John L. Demps Jr. (cinematographer), Alison Learned Wolf (editor), Jordan Walker-Pearlman (editor), John Larena (production_designer)"
tt0246241,Solid Cover,Solid Cover,0,2000,97,"Action,Mystery,Thriller",5.6,29,"Shane Minor (actor), Danielle House (actress), Chris Byrne (actor), Grant Mathis (actor), Holly Hollingsworth (actress), Stewart Landry (actor), Paul Griffin (actor), Mary Bodnar (actress), Jimmy Clark (actor), Wayne Weston (actor), Jason Wolthuizen (director), Christine Jeffrey (writer), Jason Wolthuizen (writer), Kalman Szegvary (producer), Devin Scott (composer), Gordon Kilner (cinematographer), Kalman Szegvary (editor), Jason Wolthuizen (editor)"
tt0194852,Un amor de Borges,Un amor de Borges,0,2000,92,Drama,7,120,"Inda Ledesma (actress), Jean Pierre Noher (actor), Inés Sastre (actress), Claudio Gallardou (actor), Alejandro Awada (actor), Mónica Galán (actress), Gigí Ruá (actress), Héctor da Rosa (actor), María Laura Cali (actress), Daniel Beniluz (actor), Javier Torre (director), Isabel de Estrada (writer), Javier Torre (writer), José Luis Castiñeira de Dios (composer), Mariano Cúneo (cinematographer), Liliana Nadal (editor)"
tt0280884,Low Self-Esteem Girl,Low Self-Esteem Girl,0,2000,96,"Comedy,Drama",6.2,44,"Corrina Hammond (actress), Rob McBeth (actor), Ted Dave (actor), Cindy Wolfe (actress), A.C. Newman (actor), James Dawes (actor), Jason Zumpano (actor), Kim Cote (actress), Howard Reid (actor), Dan Bejar (actor), Blaine Thurier (director), Blaine Thurier (writer), Jody Franklin (producer), Aaron Lake (producer), Blaine Thurier (cinematographer), Blaine Thurier (editor), Blaine Thurier (casting_director), Blaine Thurier (production_designer)"
tt0214757,Held for Ransom,Held for Ransom,0,2000,88,Thriller,4.5,539,"Dennis Hopper (actor), Zachery Ty Bryan (actor), Kam Heskin (actress), Jordan Brower (actor), Randy Spelling (actor), Tsianina Joelson (actress), Timothy Bottoms (actor), John Getz (actor), Paul Dillon (actor), Charlene Amoia (actress), Lee Stanley (director), Lee Stanley (writer), Lois Duncan (writer), Randall Emmett (producer), George Furla (producer), Benjamin Newhouse (composer), Steve Adcock (cinematographer), Danny Saphire (editor), Barbara Bersell (casting_director), Ellen Jacoby (casting_director), Candi Guterres (production_designer)"
tt0405312,The Teacher,Shisha no gakuensai,0,2000,100,"Crime,Drama,Mystery",4.7,260,"Thane Camus (actor), Kyôko Fukada (actress), Shuntaro Hani (self), Tomoka Hayashi (actress), Yôzaburô Itô (actor), Masaya Katô (actor), Yôsuke Kawamura (actor), Yû Kurosawa (actress), Hineki Mito (actor), Yoshiko Miyazaki (actress), Tetsuo Shinohara (director), Teruo Abe (writer), Jirô Akagawa (writer), Tamami Yamada (writer), Yasushi Tsuge (producer), Hajime Mizoguchi (composer), Takahide Shibanushi (cinematographer), Isao Tomita (editor), Hisao Inagaki (production_designer)"
tt0832494,Golem,Golem,0,2000,104,Drama,4.3,44,"Savino Genovese (actor), Marco Giachino (actor), Louis Nero (actor), Moni Ovadia (actor), Antonio Villella (actor), Louis Nero (director), Gianni Milano (writer), Louis Nero (writer), Louis Nero (producer), Fabrizio Bertolami (composer), Louis Nero (cinematographer), Louis Nero (editor)"
tt0193859,Dangerous Curves,Dangerous Curves,0,2000,86,"Crime,Thriller",4.4,126,"Robert Carradine (actor), Maxine Bahns (actress), David Carradine (actor), Marina Anderson (actress), Terry McMahon (actor), Maria Tecce (actress), Hillary Kavanagh (actress), Donncha Crowley (actor), Alastair Mac Aindreasa (actor), Padraic Curran (actor), Jeremiah Cullinane (director), Christopher Wood (writer), Roger Corman (producer), Michael P. Flannigan (producer), Siobhan Cleary (composer), Laurence Manly (cinematographer), Leigh Davis (editor)"
tt0181548,Les fr√®res Soeur,Les fr√®res Soeur,0,2000,95,Comedy,4.3,127,"José Garcia (actor), Denis Podalydès (actor), Jackie Berroyer (actor), Edouard Baer (actor), Alexandra London (actress), Jean-François Stévenin (actor), Daniel Emilfork (actor), Isabelle Nanty (actress), François Rollin (actor), Alexia Stresi (actress), Frédéric Jardin (director), Edouard Baer (writer), Frédéric Jardin (writer), Fabrice Roger-Lacan (writer), Nicolas Errèra (composer), Yusef Lateef (composer), Laurent Machuel (cinematographer), Monica Coleman (editor), Stéphane Foenkinos (casting_director), Jean Bauer (production_designer)"
tt0984240,Unnai Kodu Ennai Tharuven,Unnai Kodu Ennai Tharuven,0,2000,157,Romance,4.2,380,"Ajith Kumar (actor), Simran (actress), Charlie (actor), Chinnijayanth (actor), Ramesh Khanna (actor), Raghava Lawrence (actor), Manivannan (actor), Nassar (actor), Radhakrishnan Parthiban (actor), Sukanya (actress), Kavee Kalidas (director), S.A. Rajkumar (composer)"
tt0375827,If,If,0,2000,90,"Drama,Romance",4.6,14,"Lee Hye-yeong (actress), Yoo Tae-woong (actor), Ui-seong Kim (actor), No Hyun-hee (actress), Seong-su Kim (actor), Jae-yeong Jin (actress), Deok-jeon Han (director), Deok-jeon Han (writer), Jeong-ho Kim (writer), Hwang Seong-gu (writer), Shi-eon Park (composer), Dong-ryong Kim (cinematographer), Min-ho Kim (editor)"
tt0235252,Calling Bobcat,Calling Bobcat,0,2000,91,Comedy,3.9,129,"Jayce Bartok (actor), Rob King (actor), Ron Faber (actor), Michael Arkin (actor), Kristin Griffith (actress), Daniel Sauli (actor), Tara Nulty (actress), Tamra Malaga (actress), Wendy Hoopes (actress), William Hadfield (actor), Paul Kermizian (director), Paul Kermizian (writer), Robert Conway (producer), Paul Kermizian (producer), Keith Nishan (producer), Eric J. Dubowsky (composer), Bob Gilligan (composer), Jon Miller (cinematographer), Ted E. Sallad (editor), Michele Ortlip (casting_director)"
